Name,Year Published,Users Rated,Owned Users,Complexity Average,Mechanics
The Great Redoubt: A Game of the Battle of Borodino,1979.0,77,250.0,3.53,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
Napoleon's Art of War: Eylau & Dresden,1979.0,175,680.0,1.9,"Dice Rolling, Hexagon Grid"
"Red Star/White Eagle: The Russo-Polish War, 1920",1979.0,72,214.0,3.13,"Dice Rolling, Hexagon Grid, Simulation"
Cityfight: Modern Combat in the Urban Environment,1979.0,111,501.0,4.32,"Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation, Simultaneous Action Selection"
The Farming Game,1979.0,831,1464.0,1.69,"Commodity Speculation, Roll / Spin and Move"
Manager,1979.0,131,204.0,2.53,"Simultaneous Action Selection, Stock Holding"
"Bloody April: The Battle of Shiloh, 1862",1979.0,93,361.0,4.29,Hexagon Grid
Little Round Top: The South's Best Chance at Gettysburg,1979.0,183,671.0,2.74,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Beda Fomm,1979.0,94,281.0,2.36,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Zone of Control"
Dark December,1979.0,67,203.0,3.2,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
Korsun Pocket: Little Stalingrad on the Dnepr,1979.0,50,178.0,4.54,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control"
Paratroop,1979.0,201,725.0,2.3,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Simulation, Variable Set-up, Zone of Control"
Invasion of the Air-eaters,1979.0,122,458.0,1.93,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Tech Trees / Tech Tracks"
John Carter: Warlord of Mars,1979.0,163,543.0,3.11,"Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Paper-and-Pencil, Point to Point Movement, Role Playing, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Square Grid, Variable Player Powers, Variable Set-up"
Corteo,1979.0,73,151.0,3.09,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Streets of Stalingrad,1979.0,56,177.0,4.4,"Dice Rolling, Hexagon Grid"
The Drive on Metz,1980.0,39,91.0,2.57,"Dice Rolling, Hexagon Grid"
Beachhead: A Game of Island Invasions in the South Pacific,1980.0,51,222.0,2.6,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation"
Desperados,1980.0,346,799.0,1.47,Team-Based Game
Artifact,1980.0,58,258.0,2.33,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game, Simulation"
Assault on Leningrad,1980.0,38,173.0,2.75,"Dice Rolling, Hexagon Grid, Roll / Spin and Move"
Panzer Pranks,1980.0,42,142.0,2.42,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Variable Set-up"
Rommel's Panzers,1980.0,71,401.0,2.0,Hexagon Grid
Valkenburg Castle,1980.0,98,421.0,2.09,Grid Movement
La Ruta del Tesoro,1980.0,129,196.0,1.29,"Roll / Spin and Move, Set Collection, Trading"
Fast Attack Boats: A Game of the Arab-Israeli Naval War 1973,1980.0,65,225.0,2.46,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation"
Raid on Iran,1980.0,87,361.0,1.86,"Hexagon Grid, Simulation"
Frontier-6,1980.0,36,67.0,2.0,Roll / Spin and Move
The War of the Worlds,1980.0,47,130.0,2.5,Hexagon Grid
Captain Future,1980.0,47,102.0,1.57,Area Majority / Influence
War Games Rules  3000 BC to 1485 AD,1980.0,42,167.0,3.91,"Dice Rolling, Measurement Movement, Paper-and-Pencil"
The Fury of the Norsemen,1980.0,76,267.0,1.63,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation"
Wykersham,1980.0,38,137.0,2.0,"Dice Rolling, Pattern Building, Pattern Recognition"
Robots!,1980.0,61,211.0,2.63,"Dice Rolling, Hexagon Grid"
NATO Division Commander,1980.0,73,382.0,4.07,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Fantasy Forest,1980.0,108,198.0,1.13,Hand Management
Saga,1980.0,151,391.0,1.64,
Operation Pegasus,1980.0,64,225.0,3.2,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Set-up"
Shooting Stars: A Tactical Game of Fighter Combat in Space,1980.0,55,202.0,2.25,"Action Points, Hexagon Grid, Simultaneous Action Selection"
Hero: A Game of Adventure in the Catacombs,1980.0,62,215.0,2.44,"Dice Rolling, Grid Movement, Simulation, Square Grid, Variable Player Powers, Variable Set-up"
Jackpot Yahtzee,1980.0,90,228.0,1.14,"Dice Rolling, Tile Placement"
TacForce,1980.0,31,114.0,3.8,Simultaneous Action Selection
Spellbinder,1980.0,33,143.0,2.33,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Diên Biên Phu,1980.0,30,76.0,2.0,"Dice Rolling, Hexagon Grid"
"Tito and his Partisan Army: Yugoslavia, 1941-45",1980.0,148,733.0,2.67,"Area Movement, Simulation"
Rally: Risk and Evaluation on All Roads in the Worlds,1980.0,47,115.0,1.75,"Modular Board, Variable Player Powers"
Public Assistance,1980.0,60,182.0,1.44,Roll / Spin and Move
Assassin: The Final Game,1980.0,88,121.0,1.63,"Commodity Speculation, Pick-up and Deliver, Roll / Spin and Move"
Die Maus: Mausefalle,1980.0,85,174.0,1.0,"Dice Rolling, Roll / Spin and Move"
Hedgehog's Revenge!,1980.0,31,75.0,1.0,"Roll / Spin and Move, Singing, Storytelling"
Annihilator / OneWorld,1980.0,76,288.0,1.6,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Rock-Paper-Scissors"
Harvest Time,1980.0,65,121.0,1.0,"Cooperative Game, Dice Rolling, Tile Placement"
O'NO 99,1980.0,232,662.0,1.19,
Ruffhouse,1980.0,52,184.0,1.25,Roll / Spin and Move
Star Wars: Hoth Ice Planet Adventure Game,1980.0,39,147.0,1.5,Point to Point Movement
The Hammer of Thor: The Game of Norse Mythology,1980.0,60,179.0,3.5,"Dice Rolling, Events, Paper-and-Pencil, Role Playing, Variable Player Powers"
Save the President,1980.0,45,105.0,2.29,"Dice Rolling, Hand Management, Hidden Roles, Negotiation, Point to Point Movement, Sudden Death Ending"
Campaigns of Napoleon,1980.0,34,141.0,4.25,"Dice Rolling, Hexagon Grid"
Tri-Trac,1980.0,39,139.0,1.0,Tile Placement
Oh What a Mountain!,1980.0,41,61.0,1.67,Roll / Spin and Move
Arena of Death,1980.0,81,354.0,2.11,"Dice Rolling, Hexagon Grid, Simulation, Variable Player Powers"
My Word,1980.0,46,125.0,1.63,"Hand Management, Pattern Building, Tile Placement"
SPI Football,1980.0,30,72.0,2.0,
Food Fight,1980.0,67,174.0,2.0,"Action Points, Grid Movement, Movement Points, Paper-and-Pencil, Square Grid"
WorldKiller,1980.0,73,394.0,2.69,"Dice Rolling, Hexagon Grid"
Odyssey: The Gods Clash,1980.0,35,124.0,1.5,"Bias, Dice Rolling, Grid Movement, Square Grid"
Dallas: A Game of the Ewing Family,1980.0,90,216.0,2.25,"Card Drafting, Events, Lose a Turn, Market, Negotiation, Set Collection, Track Movement"
Spingo,1980.0,49,92.0,1.5,"Dice Rolling, Paper-and-Pencil"
Slide 5,1980.0,61,189.0,2.0,Pattern Building
The Garden Game,1980.0,56,142.0,2.0,"Roll / Spin and Move, Set Collection, Trading"
Ringside,1980.0,36,119.0,2.0,"Dice Rolling, Simulation, Square Grid"
Doctor Who: The Game of Time & Space,1980.0,231,606.0,2.04,Set Collection
Mai '68 Le jeu,1980.0,37,105.0,3.0,Action Points
Stalin's Tanks: Armor Battles on the Russian Front,1980.0,60,395.0,2.22,"Dice Rolling, Hexagon Grid"
Valley Of The Four Winds,1980.0,112,317.0,3.25,Hexagon Grid
Dark Nebula,1980.0,175,495.0,2.34,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Point to Point Movement, Simulation, Variable Set-up"
Hof Gap: The Nurnberg Pincer,1980.0,106,424.0,3.6,"Dice Rolling, Hexagon Grid, Simulation"
Spiel,1980.0,210,527.0,1.67,"Auction/Bidding, Cooperative Game, Dice Rolling"
The Wreck of the B.S.M. Pandora,1980.0,183,688.0,2.3,"Cooperative Game, Tile Placement"
Quirks,1980.0,306,647.0,1.94,Simultaneous Action Selection
Patton's 3rd Army: The Lorraine Campaign,1980.0,194,809.0,2.72,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
The Generals,1980.0,212,360.0,1.84,Secret Unit Deployment
"Armor: A Tactical Game of Armored Combat in Western Europe, 1944-1945",1980.0,99,257.0,3.78,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game, Simulation"
"Wilson's Creek: The West's First Fight, August 10, 1861",1980.0,188,828.0,3.33,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table"
Devil's Den,1980.0,177,708.0,3.36,"Dice Rolling, Hexagon Grid, Simulation"
88: A Tactical Game of Armored Combat on the North African Front,1980.0,120,293.0,3.36,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game, Simulation"
Citadel of Blood,1980.0,240,685.0,2.39,"Cooperative Game, Dice Rolling, Events, Modular Board, Paper-and-Pencil, Role Playing, Scenario / Mission / Campaign Game, Tile Placement, Variable Player Powers, Variable Set-up"
Fifth Corps: The Soviet Breakthrough at Fulda,1980.0,189,815.0,3.23,Hexagon Grid
Berlin '85: The Enemy at the Gates,1980.0,251,851.0,2.78,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Pea Ridge: The Gettysburg of the West March 7-8 1862,1980.0,162,537.0,3.24,Hexagon Grid
Grass,1980.0,1126,2004.0,1.56,"Hand Management, Take That"
Battle for Stalingrad,1980.0,172,641.0,3.41,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation"
"The Battle of Austerlitz, December 2, 1805",1980.0,71,224.0,2.46,"Dice Rolling, Hexagon Grid"
Civilization,1980.0,7111,10060.0,3.66,"Area Majority / Influence, Area Movement, Hand Management, Set Collection, Tech Trees / Tech Tracks, Trading, Turn Order: Stat-Based"
Can't Stop,1980.0,13262,11832.0,1.16,"Dice Rolling, Push Your Luck"
Titan,1980.0,3863,5536.0,3.46,"Dice Rolling, Minimap Resolution, Player Elimination, Roll / Spin and Move, Secret Unit Deployment, Set Collection"
Ace of Aces: Handy Rotary Series,1980.0,1101,1679.0,1.75,"Simulation, Simultaneous Action Selection"
War and Peace,1980.0,1096,2639.0,3.32,"Dice Rolling, Hexagon Grid, Simulation"
Starfire II,1980.0,138,340.0,2.69,"Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers"
Good & Bad Ghosts,1980.0,1419,2011.0,1.31,"Grid Movement, Secret Unit Deployment"
Samarkand,1980.0,763,984.0,1.95,"Pick-up and Deliver, Set Collection, Square Grid, Trading"
Dragon Pass,1980.0,442,1152.0,3.43,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement, Zone of Control"
Trax,1980.0,533,824.0,2.13,"Network and Route Building, Pattern Building, Tile Placement"
The Mystic Wood,1980.0,498,1001.0,1.48,"Grid Movement, Modular Board, Race, Trading, Variable Player Powers, Variable Set-up"
Swashbuckler: A Game of Swordplay and Derring-do,1980.0,247,533.0,2.45,"Action Queue, Simultaneous Action Selection, Square Grid"
Havannah,1980.0,188,270.0,3.37,Pattern Building
Empires of the Middle Ages,1980.0,423,1048.0,3.58,Voting
Knights of Camelot,1980.0,154,410.0,2.54,"Alliances, Area Movement, Dice Rolling, Events, Paper-and-Pencil, Push Your Luck, Race, Role Playing, Scenario / Mission / Campaign Game, Variable Player Powers"
Intruder,1980.0,248,703.0,1.89,"Area Movement, Cooperative Game, Dice Rolling, Events, Roll / Spin and Move, Secret Unit Deployment, Simulation, Simultaneous Action Selection"
Mythology: A Game of Adventure in the Age of Heros,1980.0,121,314.0,3.38,"Action Queue, Betting and Bluffing, Dice Rolling, Grid Movement, Hexagon Grid, Paper-and-Pencil, Take That"
Asteroid,1980.0,150,460.0,2.2,"Dice Rolling, Grid Movement, Line of Sight, Modular Board, Movement Points, Simulation, Square Grid"
Adventurer: A Game of Man to Man Brawling in the Far Future,1980.0,81,238.0,2.18,"Action Queue, Dice Rolling, Grid Movement, Line of Sight, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection, Square Grid"
Forward to Richmond!,1980.0,59,238.0,3.45,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Quintillions,1980.0,34,72.0,2.67,Tile Placement
Ram Speed: Naval Warfare in the Bronze Age,1980.0,101,457.0,1.94,Hexagon Grid
The Battle of Prague,1980.0,75,254.0,2.44,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control"
Tabu: The Game of Aztecs,1980.0,109,325.0,3.0,
One-Page Bulge,1980.0,116,340.0,2.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
Warlock,1980.0,263,586.0,2.27,"Campaign / Battle Card Driven, Variable Player Powers"
"The Kaiser's Battle: The German Offensive, March 1918",1980.0,155,761.0,2.73,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Tangoes,1980.0,365,1005.0,1.52,Pattern Building
Interplay,1980.0,102,272.0,2.0,"Pattern Building, Tile Placement"
Pickett's Charge: A Game of the Battle of Gettysburg,1980.0,49,231.0,3.38,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation"
"Kursk: History's Greatest Tank Battle, July 1943",1980.0,84,297.0,3.87,"Hexagon Grid, Simulation"
Barbarian Kings,1980.0,188,737.0,2.41,"Action Queue, Area Movement, Dice Rolling, Programmed Movement, Ratio / Combat Results Table, Secret Unit Deployment"
Kung Fu 2100,1980.0,81,244.0,1.6,"Grid Movement, Line of Sight, Scenario / Mission / Campaign Game, Secret Unit Deployment, Square Grid, Variable Player Powers, Variable Set-up"
La Bataille d'Austerlitz,1980.0,37,109.0,3.5,"Hexagon Grid, Simulation"
The Complete Wargames Handbook,1980.0,41,107.0,3.6,
Azhanti High Lightning,1980.0,162,425.0,2.39,"Action Points, Dice Rolling, Grid Movement, Ratio / Combat Results Table, Role Playing, Scenario / Mission / Campaign Game, Simulation, Square Grid"
Dungeons & Dragons Computer Labyrinth Game,1980.0,337,699.0,1.7,"Deduction, Grid Movement, Movement Points, Pick-up and Deliver, Player Elimination, Race, Square Grid, Take That, Variable Set-up"
1940,1980.0,117,348.0,2.38,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Apocalypse: The Game of Nuclear Devastation,1980.0,83,184.0,2.0,"Area Majority / Influence, Area Movement"
Sturm Nach Osten,1980.0,82,298.0,2.83,"Dice Rolling, Hexagon Grid, Zone of Control"
Aces High,1980.0,119,442.0,2.94,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Simultaneous Action Selection"
TimeTripper,1980.0,199,529.0,2.19,"Cooperative Game, Dice Rolling, Hexagon Grid, Solo / Solitaire Game"
Manassas,1980.0,36,100.0,3.45,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up, Zone of Control"
"Eylau: Napoleon's Winter Battle, 1807",1980.0,71,203.0,2.83,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Niki Lauda's Formel 1,1980.0,53,94.0,1.6,Auction/Bidding
Energie Poker,1980.0,68,119.0,2.67,"Auction/Bidding, Commodity Speculation, Simultaneous Action Selection"
"Across Suez: The Battle of the Chinese Farm October 15, 1973",1980.0,144,384.0,1.96,"Dice Rolling, Hexagon Grid"
"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",1980.0,67,330.0,2.94,"Hexagon Grid, Simulation"
Jena: Napoleon's Victories and Defeats,1981.0,46,124.0,2.83,"Dice Rolling, Hexagon Grid, Simulation"
The Fall of South Vietnam: A Game of Combat in South Vietnam,1981.0,40,106.0,2.67,"Area Movement, Dice Rolling, Simulation"
Raiders of the Lost Ark Game,1981.0,38,101.0,1.25,"Roll / Spin and Move, Set Collection"
Demon's Run,1981.0,50,216.0,2.63,"Action Points, Bias, Critical Hits and Failures, Hexagon Grid, Variable Player Powers"
The Roaring 20's,1981.0,42,117.0,2.0,"Dice Rolling, Events, Take That, Track Movement"
Pro Golf,1981.0,146,304.0,1.74,Dice Rolling
Power Play,1981.0,35,85.0,1.67,"Roll / Spin and Move, Set Collection"
Rails Through the Rockies,1981.0,44,123.0,3.29,"Action Points, Crayon Rail System"
Nosey Neighbor Card Game,1981.0,122,248.0,1.09,"Hand Management, Pick-up and Deliver, Trick-taking"
Sicily '43: The Beginning of the End,1981.0,58,134.0,2.75,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation"
Empire (Third Edition),1981.0,43,108.0,5.0,Dice Rolling
Trailblazer,1981.0,48,357.0,3.33,"Auction/Bidding, Dice Rolling, Paper-and-Pencil"
Mafia,1981.0,33,97.0,1.5,Roll / Spin and Move
Deflection,1981.0,35,100.0,1.4,
Trenchfoot,1981.0,84,246.0,1.89,Hexagon Grid
Outpost Gamma,1981.0,61,235.0,2.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
Razzle,1981.0,148,466.0,1.33,
Stranded,1981.0,33,72.0,1.67,"Area Majority / Influence, Area Movement"
Austerlitz: The Battle of the 3 Emperors,1981.0,50,117.0,2.8,Hexagon Grid
James Clavell's Tai-Pan,1981.0,58,209.0,2.33,"Auction/Bidding, Commodity Speculation, Pick-up and Deliver, Role Playing"
Texas Revolution,1981.0,36,122.0,2.88,Hexagon Grid
Wake Island,1981.0,30,119.0,2.63,"Dice Rolling, Hexagon Grid, Simulation"
Attila: The Huns Invasion,1981.0,62,146.0,3.5,Hexagon Grid
Millennium: The Era of Invasion,1981.0,43,112.0,3.22,"Area Movement, Dice Rolling, Hexagon Grid, Modular Board, Movement Points, Simulation"
Wohrom: Swords and Magic Against Evil Forces,1981.0,31,74.0,3.4,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Variable Set-up"
Little Big Horn,1981.0,71,186.0,3.5,"Dice Rolling, Hexagon Grid"
Waterloo: The Last Great Battle,1981.0,48,124.0,2.57,Hexagon Grid
Ragnarok,1981.0,120,488.0,2.46,Hexagon Grid
The Trojan War: The Game of Gods & Heroes,1981.0,42,171.0,2.71,"Dice Rolling, Hexagon Grid"
Rescue from the Hive,1981.0,147,606.0,2.46,"Dice Rolling, Grid Movement, Pick-up and Deliver, Secret Unit Deployment"
La Guerra Civil Española (1936),1981.0,80,145.0,2.64,"Dice Rolling, Hexagon Grid, Simulation"
Jungle,1981.0,42,103.0,1.2,"Point to Point Movement, Tile Placement"
An Enchanting Evening,1981.0,49,142.0,1.0,"Acting, Betting and Bluffing, Dice Rolling, Paper-and-Pencil, Role Playing, Roll / Spin and Move"
Trivial Pursuit: Genus Edition,1981.0,7458,9794.0,1.65,"Roll / Spin and Move, Set Collection"
Asteroid Pirates: A Game of Ship to Ship Combat in the Asteroid Belts,1981.0,30,121.0,2.6,"Action Points, Critical Hits and Failures, Dice Rolling, Hexagon Grid, Paper-and-Pencil, Simulation, Simultaneous Action Selection, Variable Set-up"
The Dukes of Hazzard Card Game,1981.0,35,74.0,1.17,Set Collection
Inner Circle,1981.0,342,648.0,1.65,"Grid Movement, Map Reduction, Memory, Modular Board"
Gold!,1981.0,47,236.0,1.67,"Commodity Speculation, Roll / Spin and Move, Stock Holding, Trading"
Donkey Kong,1981.0,123,357.0,1.15,"Point to Point Movement, Roll / Spin and Move"
En Busca Del Imperio Cobra,1981.0,387,695.0,1.28,"Roll / Spin and Move, Variable Player Powers"
